county,fips,st,pct_report,total_votes,lead,state.name, None of these candidates,Alyson Kennedy,Bradford Lyttle,Chris Keniston,Dan Vacek,Darrell Castle,Donald Trump,Emidio Soltysik,Evan McMullin,Frank Atwood,Gary Johnson,Gloria La Riva,Hillary Clinton,Jerry White,Jill Stein,Jim Hedges,Joseph Maldonado,Kyle Kopitke,Laurence Kotlikoff,Lynn Kahn,Michael Maturen,Mike Smith,Monica Moorehead,Peter Skewes,Princess Jacob,Richard Duncan,Rocky De La Fuente,Rocky Giordani,Rod Silva,Ryan Scott,Scott Copeland,Tom Hoefling,
Henry County,29083,MO,1,9859,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005578659,0.71761842,NA,NA,NA,0.031544781,NA,0.2390709,NA,0.00618724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hickory County,29085,MO,1,4720,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004872881,0.750423729,NA,NA,NA,0.022881356,NA,0.215254237,NA,0.006567797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Holt County,29087,MO,1,2349,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.001702852,0.819923372,NA,NA,NA,0.028097063,NA,0.147722435,NA,0.002554278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Howard County,29089,MO,1,4855,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.009268795,0.674974253,NA,NA,NA,0.043048404,NA,0.264263646,NA,0.008444902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Howell County,29091,MO,1,17422,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004706693,0.797440018,NA,NA,NA,0.024911032,NA,0.16536563,NA,0.007576627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Iron County,29093,MO,1,4260,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.003286385,0.744835681,NA,NA,NA,0.025821596,NA,0.219014085,NA,0.007042254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Jackson County,29095,MO,1,300994,Hillary Clinton,Missouri,NA,NA,NA,NA,NA,0.004794115,0.386090753,NA,NA,NA,0.036023974,NA,0.561379961,NA,0.011711197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Jasper County,29097,MO,1,48201,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.006514388,0.727578266,NA,NA,NA,0.036534512,NA,0.219331549,NA,0.010041285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Jefferson County,29099,MO,1,106056,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005223655,0.650939126,NA,NA,NA,0.037414196,NA,0.29765407,NA,0.008768952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Johnson County,29101,MO,1,21119,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.00781287,0.649604621,NA,NA,NA,0.0520858,NA,0.28078981,NA,0.009706899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Knox County,29103,MO,1,1870,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005347594,0.757219251,NA,NA,NA,0.028342246,NA,0.202673797,NA,0.006417112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Laclede County,29105,MO,1,16016,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004308192,0.804258242,NA,NA,NA,0.026598402,NA,0.159403097,NA,0.005432068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lafayette County,29107,MO,1,15833,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.006442241,0.693993558,NA,NA,NA,0.037769216,NA,0.255984337,NA,0.005810649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lawrence County,29109,MO,1,16683,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.007013127,0.78457112,NA,NA,NA,0.028292274,NA,0.173889588,NA,0.006233891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lewis County,29111,MO,1,4454,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005163898,0.750785811,NA,NA,NA,0.028513696,NA,0.209699147,NA,0.005837449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lincoln County,29113,MO,1,24920,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.007223114,0.728691814,NA,NA,NA,0.032423756,NA,0.223715891,NA,0.007945425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Linn County,29115,MO,1,5577,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004124081,0.733010579,NA,NA,NA,0.030840954,NA,0.222341761,NA,0.009682625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Livingston County,29117,MO,1,6408,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004837703,0.76139201,NA,NA,NA,0.0332397,NA,0.197409488,NA,0.003121099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
McDonald County,29119,MO,1,8233,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005344346,0.801530426,NA,NA,NA,0.02319932,NA,0.161423539,NA,0.008502369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Macon County,29121,MO,1,7613,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004597399,0.761592014,NA,NA,NA,0.022986996,NA,0.203336398,NA,0.007487193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Madison County,29123,MO,1,5318,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005829259,0.77134261,NA,NA,NA,0.028206093,NA,0.18898082,NA,0.005641219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Maries County,29125,MO,1,4500,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.002666667,0.791333333,NA,NA,NA,0.024444444,NA,0.176444444,NA,0.005111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Marion County,29127,MO,1,12905,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.003796978,0.729872143,NA,NA,NA,0.029445951,NA,0.2320031,NA,0.004881829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mercer County,29129,MO,1,1739,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004600345,0.854514089,NA,NA,NA,0.015526164,NA,0.124209316,NA,0.001150086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Miller County,29131,MO,1,11414,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.003329245,0.81347468,NA,NA,NA,0.024794112,NA,0.153320484,NA,0.005081479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mississippi County,29133,MO,1,5165,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.002516941,0.696999032,NA,NA,NA,0.015295257,NA,0.282284608,NA,0.002904163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Moniteau County,29135,MO,1,6813,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.003816234,0.784823132,NA,NA,NA,0.025979745,NA,0.181564656,NA,0.003816234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Monroe County,29137,MO,1,4147,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.001929105,0.761755486,NA,NA,NA,0.027489752,NA,0.205690861,NA,0.003134796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Montgomery County,29139,MO,1,5429,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.003131332,0.760176828,NA,NA,NA,0.024682262,NA,0.206115307,NA,0.005894272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Morgan County,29141,MO,1,8818,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004195963,0.766613745,NA,NA,NA,0.022907689,NA,0.200498979,NA,0.005783624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
New Madrid County,29143,MO,1,7352,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.002584331,0.716811752,NA,NA,NA,0.014417845,NA,0.262921654,NA,0.003264418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Newton County,29145,MO,1,26515,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.006147464,0.775146144,NA,NA,NA,0.024174995,NA,0.188195361,NA,0.006336036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Nodaway County,29147,MO,1,9440,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.007309322,0.675847458,NA,NA,NA,0.042478814,NA,0.267902542,NA,0.006461864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Oregon County,29149,MO,1,4667,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.006213842,0.786586672,NA,NA,NA,0.018855796,NA,0.185343904,NA,0.002999786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Osage County,29151,MO,1,7089,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.002680209,0.826068557,NA,NA,NA,0.025673579,NA,0.140781492,NA,0.004796163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ozark County,29153,MO,1,4501,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005998667,0.808487003,NA,NA,NA,0.0155521,NA,0.160853144,NA,0.009109087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pemiscot County,29155,MO,1,6027,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.00265472,0.657706985,NA,NA,NA,0.013107682,NA,0.323046292,NA,0.003484321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Perry County,29157,MO,1,8733,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004007787,0.791022558,NA,NA,NA,0.026451391,NA,0.174052445,NA,0.004465819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pettis County,29159,MO,1,18067,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.00476006,0.709027509,NA,NA,NA,0.040681906,NA,0.239331378,NA,0.006199148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Phelps County,29161,MO,1,18518,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005130144,0.686305217,NA,NA,NA,0.040501134,NA,0.257371206,NA,0.010692299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pike County,29163,MO,1,7375,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005016949,0.715118644,NA,NA,NA,0.02820339,NA,0.244881356,NA,0.006779661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Platte County,29165,MO,1,48902,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004396548,0.530305509,NA,NA,NA,0.046439818,NA,0.410146824,NA,0.0087113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Polk County,29167,MO,1,13713,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.006417268,0.761175527,NA,NA,NA,0.034930358,NA,0.191861737,NA,0.00561511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pulaski County,29169,MO,1,13461,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005348785,0.733675061,NA,NA,NA,0.036030013,NA,0.21707154,NA,0.007874601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Putnam County,29171,MO,1,2343,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.002134016,0.82629108,NA,NA,NA,0.015364917,NA,0.150661545,NA,0.005548442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ralls County,29173,MO,1,5266,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004177744,0.753703,NA,NA,NA,0.022787695,NA,0.216103304,NA,0.003228257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Randolph County,29175,MO,1,10309,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004365118,0.730332719,NA,NA,NA,0.038025027,NA,0.221456979,NA,0.005820157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ray County,29177,MO,1,10839,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.006919458,0.655411016,NA,NA,NA,0.046960052,NA,0.28508165,NA,0.005627825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Reynolds County,29179,MO,1,3037,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.002634178,0.792229174,NA,NA,NA,0.020414883,NA,0.177807046,NA,0.006914718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ripley County,29181,MO,1,5520,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.00326087,0.819202899,NA,NA,NA,0.020833333,NA,0.150362319,NA,0.00634058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
St. Charles County,29183,MO,1,200737,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.003980332,0.606016828,NA,NA,NA,0.039673802,NA,0.341870208,NA,0.008458829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
St. Clair County,29185,MO,1,4630,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004967603,0.756155508,NA,NA,NA,0.031533477,NA,0.202159827,NA,0.005183585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ste. Genevieve County,29186,MO,1,8464,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005434783,0.649338374,NA,NA,NA,0.038279773,NA,0.300330813,NA,0.006616257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
St. Francois County,29187,MO,1,24715,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004612583,0.706777261,NA,NA,NA,0.028808416,NA,0.252882865,NA,0.006918875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
St. Louis County,29189,MO,1,513228,Hillary Clinton,Missouri,NA,NA,NA,NA,NA,0.004298285,0.394432884,NA,NA,NA,0.03249433,NA,0.558628913,NA,0.010145588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Saline County,29195,MO,1,9247,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.003136152,0.646371796,NA,NA,NA,0.041418839,NA,0.301611333,NA,0.00746188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Schuyler County,29197,MO,1,1932,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.001035197,0.778985507,NA,NA,NA,0.033126294,NA,0.183229814,NA,0.003623188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Scotland County,29199,MO,1,1968,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005081301,0.774898374,NA,NA,NA,0.025406504,NA,0.18546748,NA,0.009146341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Scott County,29201,MO,1,17246,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.002899223,0.763539371,NA,NA,NA,0.021686188,NA,0.207294445,NA,0.004580772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Shannon County,29203,MO,1,3904,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.007172131,0.759733607,NA,NA,NA,0.027151639,NA,0.198770492,NA,0.007172131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Shelby County,29205,MO,1,3252,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004305043,0.776137761,NA,NA,NA,0.028290283,NA,0.186346863,NA,0.004920049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stoddard County,29207,MO,1,13283,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.003387789,0.834073628,NA,NA,NA,0.017917639,NA,0.141233155,NA,0.003387789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stone County,29209,MO,1,16549,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.00374645,0.795093359,NA,NA,NA,0.023143392,NA,0.174451628,NA,0.00356517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sullivan County,29211,MO,1,2484,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.002818035,0.758454106,NA,NA,NA,0.023349436,NA,0.211755233,NA,0.003623188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Taney County,29213,MO,1,23445,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.006056729,0.779526552,NA,NA,NA,0.022392834,NA,0.186521646,NA,0.005502239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Texas County,29215,MO,1,10935,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.00530407,0.811614083,NA,NA,NA,0.020301783,NA,0.158024691,NA,0.004755373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vernon County,29217,MO,1,8585,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004892254,0.760978451,NA,NA,NA,0.027489808,NA,0.198835178,NA,0.00780431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Warren County,29219,MO,1,15768,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005834602,0.704654997,NA,NA,NA,0.033866058,NA,0.248287671,NA,0.007356672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Washington County,29221,MO,1,9280,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005280172,0.759482759,NA,NA,NA,0.021228448,NA,0.207543103,NA,0.006465517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Wayne County,29223,MO,1,5761,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.003298039,0.808540184,NA,NA,NA,0.018573164,NA,0.164554765,NA,0.005033848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Webster County,29225,MO,1,16707,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005386964,0.768540133,NA,NA,NA,0.030825403,NA,0.190159813,NA,0.005087688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Worth County,29227,MO,1,1046,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005736138,0.772466539,NA,NA,NA,0.030592734,NA,0.186424474,NA,0.004780115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Wright County,29229,MO,1,8094,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.005189029,0.828638498,NA,NA,NA,0.018902891,NA,0.14455152,NA,0.002718063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
St. Louis city,29510,MO,1,130884,Hillary Clinton,Missouri,NA,NA,NA,NA,NA,0.002246264,0.15916384,NA,NA,NA,0.026878763,NA,0.796392225,NA,0.015318908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,MO,MO,1,2801449,Donald Trump,Missouri,NA,NA,NA,NA,NA,0.004673296,0.569173667,NA,NA,NA,0.034753087,NA,0.382326432,NA,0.009073519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Beaverhead County,30001,MT,1,4849,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.69148278,NA,NA,NA,0.054650443,NA,0.235718705,NA,0.014435966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003712106,NA,NA,NA,NA,NA,
Big Horn County,30003,MT,1,4224,Hillary Clinton,Montana,NA,NA,NA,NA,NA,NA,0.438683712,NA,NA,NA,0.043797348,NA,0.495738636,NA,0.016808712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004971591,NA,NA,NA,NA,NA,
Blaine County,30005,MT,1,2671,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.474728566,NA,NA,NA,0.038187945,NA,0.45001872,NA,0.027330588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009734182,NA,NA,NA,NA,NA,
Broadwater County,30007,MT,1,3132,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.749680715,NA,NA,NA,0.053959132,NA,0.182950192,NA,0.011813538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001596424,NA,NA,NA,NA,NA,
Carbon County,30009,MT,1,5967,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.628121334,NA,NA,NA,0.05144964,NA,0.3063516,NA,0.011731188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002346238,NA,NA,NA,NA,NA,
Carter County,30011,MT,1,779,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.870346598,NA,NA,NA,0.030808729,NA,0.089858793,NA,0.007702182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001283697,NA,NA,NA,NA,NA,
Cascade County,30013,MT,1,34384,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.570963239,NA,NA,NA,0.058050256,NA,0.354089111,NA,0.012971149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003926245,NA,NA,NA,NA,NA,
Chouteau County,30015,MT,1,2589,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.648512939,NA,NA,NA,0.050598687,NA,0.282734647,NA,0.014291232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003862495,NA,NA,NA,NA,NA,
Custer County,30017,MT,1,5185,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.705303761,NA,NA,NA,0.058244937,NA,0.2268081,NA,0.006750241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00289296,NA,NA,NA,NA,NA,
Daniels County,30019,MT,1,955,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.764397906,NA,NA,NA,0.053403141,NA,0.17591623,NA,0.006282723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,
Dawson County,30021,MT,1,4331,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.766566613,NA,NA,NA,0.042484415,NA,0.18171323,NA,0.007619487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001616255,NA,NA,NA,NA,NA,
Deer Lodge County,30023,MT,1,4194,Hillary Clinton,Montana,NA,NA,NA,NA,NA,NA,0.420362423,NA,NA,NA,0.065808298,NA,0.490701001,NA,0.017644254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005484025,NA,NA,NA,NA,NA,
Fallon County,30025,MT,1,1484,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.861859838,NA,NA,NA,0.03032345,NA,0.103773585,NA,0.002695418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001347709,NA,NA,NA,NA,NA,
Fergus County,30027,MT,1,5840,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.730993151,NA,NA,NA,0.051712329,NA,0.205821918,NA,0.00890411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002568493,NA,NA,NA,NA,NA,
Flathead County,30029,MT,1,46494,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.650406504,NA,NA,NA,0.047296425,NA,0.285907859,NA,0.014109347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002279864,NA,NA,NA,NA,NA,
Gallatin County,30031,MT,1,53292,Hillary Clinton,Montana,NA,NA,NA,NA,NA,NA,0.446633641,NA,NA,NA,0.075339638,NA,0.454965098,NA,0.01990918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003152443,NA,NA,NA,NA,NA,
Garfield County,30033,MT,1,716,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.912011173,NA,NA,NA,0.037709497,NA,0.047486034,NA,0.001396648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001396648,NA,NA,NA,NA,NA,
Glacier County,30035,MT,1,5061,Hillary Clinton,Montana,NA,NA,NA,NA,NA,NA,0.320094843,NA,NA,NA,0.04011065,NA,0.616676546,NA,0.018770994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004346967,NA,NA,NA,NA,NA,
Golden Valley County,30037,MT,1,471,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.774946921,NA,NA,NA,0.061571125,NA,0.1507431,NA,0.006369427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006369427,NA,NA,NA,NA,NA,
Granite County,30039,MT,1,1775,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.671549296,NA,NA,NA,0.046760563,NA,0.265915493,NA,0.014084507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001690141,NA,NA,NA,NA,NA,
Hill County,30041,MT,1,6426,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.541238718,NA,NA,NA,0.068160598,NA,0.36896981,NA,0.018362901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003267974,NA,NA,NA,NA,NA,
Jefferson County,30043,MT,1,6668,Donald Trump,Montana,NA,NA,NA,NA,NA,NA,0.626424715,NA,NA,NA,0.059088182,NA,0.299640072,NA,0.01124775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00359928,NA,NA,NA,NA,NA,
